HTML,CSS,JS,REACTJS,NEXTJS,NODEJS,MONGODB,EXPRESSJS,FLASK,Development_Score
96,89,93,86,94,83,92,100,97,91
87,96,97,91,93,96,74,91,81,83
79,77,98,75,97,94,84,81,94,87
94,75,81,84,81,78,88,90,71,85
97,82,82,77,96,82,73,75,75,95
90,81,81,86,96,76,95,84,93,92
86,79,92,89,75,78,84,85,90,89
77,85,74,87,89,83,71,92,92,73
99,100,72,83,98,76,84,86,70,84
78,91,98,83,85,97,90,82,75,100
91,70,90,94,73,72,86,99,100,80
71,88,89,92,91,96,77,99,94,87
84,75,92,89,71,94,94,84,89,99
81,72,79,83,96,91,99,83,72,78
70,89,70,71,88,93,79,73,73,17
82,95,78,76,85,87,72,89,89,82
79,93,95,99,95,91,85,72,80,87
94,79,85,77,78,84,90,72,73,93
99,82,81,90,78,94,83,88,76,100
85,91,100,89,74,99,100,79,87,81
80,76,83,89,87,80,91,96,81,79
87,95,71,92,70,92,79,90,70,92
75,76,86,78,100,76,86,72,85,94
74,89,87,100,70,73,92,80,89,94
78,99,77,77,74,81,100,70,84,54
94,87,75,79,83,90,95,98,100,95
77,96,72,91,91,95,88,81,81,85
84,97,76,96,73,90,78,91,85,79
95,100,82,73,93,78,95,90,87,82
84,84,75,80,100,97,77,98,90,81
86,93,94,86,93,95,97,87,73,87
98,100,84,71,71,79,72,99,77,37
89,76,81,95,88,95,97,99,84,98
83,85,98,96,83,72,87,98,97,78
91,75,86,92,97,83,83,89,82,80
96,97,72,82,98,93,71,78,82,95
77,85,93,98,72,82,73,87,71,85
89,91,90,84,86,98,79,70,100,74
75,72,88,76,82,82,86,70,83,99
98,95,72,83,93,70,85,79,82,88
73,78,83,73,79,77,92,72,92,8
100,76,79,72,71,84,78,84,86,59
99,76,89,87,84,87,93,92,81,78
92,90,99,95,77,99,71,71,74,73
100,70,91,73,75,92,82,88,80,91
82,77,76,82,70,75,76,85,99,16
96,84,89,99,71,95,94,92,85,74
86,93,84,72,73,81,74,86,100,52
75,79,91,87,96,79,75,93,75,98
89,84,73,94,85,91,93,77,76,88
88,95,86,90,82,84,95,95,100,85
71,97,79,82,87,99,92,80,82,89
88,98,93,94,99,98,93,91,74,98
72,88,92,82,74,81,83,75,99,92
91,78,86,77,95,82,98,74,98,76
91,91,86,72,97,75,83,84,83,85
80,80,78,75,84,81,98,75,70,77
94,85,89,84,71,86,72,72,74,47
86,92,98,86,89,75,100,70,76,79
95,84,76,88,89,91,99,80,92,90
83,82,89,95,96,94,78,78,85,75
81,79,75,87,71,96,89,78,88,81
75,71,84,86,85,97,90,77,79,72
79,87,79,78,97,93,88,70,73,92
93,72,79,81,87,92,89,75,90,86
71,79,71,99,78,96,79,71,77,74
93,86,86,98,73,87,81,100,86,75
78,98,88,83,83,99,86,71,77,77
74,96,76,91,98,85,85,86,91,76
96,76,89,77,77,92,80,84,87,94
75,91,81,84,97,92,75,87,93,92
100,89,78,77,83,88,88,77,71,80
94,73,100,75,72,72,88,80,98,84
79,81,83,99,99,97,87,93,78,78
84,93,100,95,72,92,80,79,87,99
73,97,82,99,98,75,96,90,82,84
94,95,89,74,89,83,82,83,77,84
85,82,93,84,88,70,91,71,87,90
88,77,72,92,95,83,95,78,98,98
77,86,92,92,93,85,79,90,79,93
94,94,93,75,91,86,98,85,84,73
91,83,73,73,99,71,98,80,99,71
73,90,98,97,90,85,90,73,70,99
99,95,93,88,71,78,92,94,82,79
87,85,85,94,79,78,80,94,95,79
98,95,73,79,72,75,72,96,78,21
72,87,77,91,77,84,82,76,88,72
77,79,86,70,82,98,95,82,93,86
85,98,78,79,75,74,71,80,78,57
75,77,78,78,77,81,95,77,72,76
82,88,71,86,85,73,87,83,99,93
71,82,96,96,90,89,86,100,84,83
94,99,89,74,76,87,93,80,87,71
96,95,74,82,97,87,71,89,73,89
82,93,98,85,75,95,77,85,82,85
92,98,95,73,71,100,78,87,86,71
77,95,84,78,86,92,71,75,98,80
96,74,86,71,87,79,79,75,96,64
81,86,96,82,89,97,85,79,96,98
90,71,71,100,92,76,75,70,81,82
82,81,88,78,79,86,87,77,76,81
78,79,81,84,100,84,97,73,73,99
92,70,95,81,94,71,84,86,76,87
75,81,88,70,97,90,95,83,73,74
74,70,70,90,75,74,71,94,90,28
96,96,74,95,78,88,90,84,82,93
81,74,71,96,73,96,96,87,90,77
79,82,81,71,95,84,83,94,79,82
91,77,94,84,82,77,90,90,91,83
83,70,82,96,77,87,91,99,99,75
78,82,72,87,79,74,96,94,75,98
99,77,93,76,90,87,83,84,79,76
95,90,81,76,97,97,76,80,82,72
84,87,76,75,92,80,77,89,70,91
77,77,88,72,74,99,72,84,83,77
90,84,93,86,87,71,81,85,73,84
94,71,97,83,80,82,100,97,94,95
76,79,93,70,98,90,94,97,73,92
87,75,71,72,83,77,100,85,88,98
87,75,83,72,85,70,81,99,100,84
100,83,88,91,88,78,76,83,74,80
87,100,78,90,76,78,73,94,86,74
81,75,87,77,90,84,72,71,93,73
92,78,77,96,73,71,83,98,71,95
71,99,96,97,91,76,81,75,87,93
73,88,96,82,89,90,92,99,94,97
100,96,71,77,88,78,95,97,73,84
100,85,88,79,75,85,79,82,78,99
76,73,88,95,73,88,97,88,81,76
99,82,94,73,94,97,100,79,90,93
76,99,74,86,87,80,84,90,91,85
76,87,95,94,75,87,85,71,88,78
70,94,99,95,80,89,74,85,92,75
70,88,83,72,71,93,74,86,97,2
87,70,84,91,78,96,92,74,97,73
82,88,97,97,93,79,89,94,90,83
83,91,90,95,81,80,92,76,86,72
87,76,93,89,75,80,81,95,85,94
88,92,96,88,80,85,92,97,96,71
81,96,77,72,71,97,75,85,89,7
93,98,84,83,71,89,87,83,87,89
71,70,89,71,78,78,85,80,96,79
92,75,81,72,99,81,99,100,92,98
70,78,89,91,75,80,72,73,98,17
96,79,88,98,75,70,77,77,94,80
75,86,88,100,70,84,82,100,90,79
72,99,71,72,78,96,85,93,82,76
88,96,87,90,81,97,98,81,70,71
89,77,86,90,97,89,91,76,78,75
86,96,79,73,91,95,76,76,77,80
99,95,93,93,77,85,81,84,77,95
91,78,72,91,90,100,85,84,93,83
73,89,98,100,85,79,80,95,98,92
74,80,98,82,84,75,85,84,80,93
89,71,97,97,99,71,81,85,88,74
71,86,83,93,97,85,74,79,86,71
82,85,78,93,73,93,98,97,98,91
95,85,92,96,100,80,76,86,91,72
82,73,83,79,79,79,96,81,71,94
95,92,78,98,74,77,90,83,76,74
76,78,72,83,86,87,81,91,83,87
95,95,97,82,83,78,88,95,71,80
80,86,71,88,76,87,82,74,87,43
92,95,93,93,98,85,84,77,95,97
84,94,70,97,86,99,84,83,83,72
79,71,96,100,75,99,86,74,100,73
74,84,84,89,80,74,97,70,80,84
80,75,92,77,100,71,100,84,92,95
91,78,84,77,99,85,96,83,84,85
89,99,82,78,70,96,75,77,96,40
96,89,87,96,87,95,86,90,85,72
82,91,73,73,90,83,100,74,85,89
83,99,83,83,94,93,94,98,83,86
88,99,72,86,83,79,82,91,73,81
80,84,84,99,93,71,80,71,92,82
98,100,74,82,70,76,76,79,75,0
89,81,82,93,97,80,87,71,85,72
71,88,75,70,80,87,79,100,87,86
99,97,70,88,85,95,76,84,98,97
70,92,90,78,71,86,94,93,79,72
75,100,74,77,77,99,74,81,76,96
82,82,86,73,87,79,72,81,70,50
96,80,87,82,86,77,89,88,86,80
71,72,72,75,79,93,91,87,87,89
83,85,76,70,86,92,94,74,96,80
70,90,96,86,79,100,81,94,89,86
94,71,92,85,84,97,82,87,97,83
89,91,83,87,71,71,72,74,94,47
85,91,100,84,81,99,78,95,100,88
83,98,90,85,80,75,79,97,77,94
85,72,71,85,88,99,78,85,100,78
91,95,97,73,79,88,82,87,84,94
99,73,78,73,98,85,97,90,84,88
93,71,97,96,83,72,91,97,92,83
73,99,100,70,92,97,78,86,83,95
86,70,79,92,85,96,94,88,93,97
94,72,97,81,72,84,86,87,76,77
88,76,74,95,77,90,85,85,88,98
94,84,76,74,92,80,79,94,90,91
92,96,78,70,89,70,77,72,71,54
99,73,96,88,80,74,100,98,93,94
79,93,96,92,77,82,98,74,95,95
95,96,81,96,82,91,77,84,82,88
70,91,75,100,80,82,90,89,70,76
80,95,80,77,91,72,97,88,81,79
75,97,100,92,77,74,79,91,85,99
81,86,75,78,79,89,83,83,95,76
98,86,99,96,94,85,73,71,85,88
70,72,92,80,85,95,87,84,78,87
81,98,96,87,74,93,98,98,97,82
95,77,72,71,94,88,77,71,88,34
70,99,96,91,82,92,89,86,72,97
78,74,75,73,86,99,90,90,90,75
85,100,85,91,80,71,86,84,87,77
98,79,75,90,85,100,74,81,97,80
